subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB113766,2020-08-13,Mexico,Latin America,26,Female,Premium,22.99,4,Smart TV,Credit Card,70,True,
SUB113767,2025-12-09,United Kingdom,Europe,44,Non-binary,Basic with Ads,6.99,1,Smart TV,PayPal,5,False,2026-01-17
SUB113768,2024-07-20,India,South Asia,52,Male,Premium,22.99,4,Streaming Stick,Debit Card,22,True,
SUB113769,2018-04-12,India,South Asia,13,Female,Basic with Ads,6.99,1,Laptop,Debit Card,99,True,
SUB113770,2019-09-03,Indonesia,Southeast Asia,37,Female,Premium,22.99,4,Tablet,PayPal,82,True,
SUB113771,2022-05-16,United Kingdom,Europe,16,Female,Standard,15.49,1,Mobile,Credit Card,49,True,
SUB113772,2026-04-18,Brazil,Latin America,37,Female,Basic with Ads,6.99,1,Mobile,Credit Card,1,True,
SUB113773,2026-04-22,South Korea,East Asia,33,Male,Premium,22.99,4,Mobile,Credit Card,1,True,
SUB113774,2020-05-14,Italy,Europe,66,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,73,True,
SUB113775,2026-03-29,India,South Asia,28,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,2,True,
SUB113776,2020-10-08,United Kingdom,Europe,49,Female,Basic with Ads,6.99,1,Game Console,Carrier Billing,68,True,
SUB113777,2022-08-25,Canada,North America,49,Male,Standard,15.49,1,Smart TV,Credit Card,45,False,2024-07-19
SUB113778,2025-07-03,United States,North America,33,Female,Basic with Ads,6.99,1,Laptop,Credit Card,11,True,
SUB113779,2023-03-03,Brazil,Latin America,37,Male,Premium,22.99,4,Smart TV,PayPal,39,True,
SUB113780,2021-03-29,United Kingdom,Europe,36,Male,Standard,15.49,2,Tablet,Debit Card,63,True,
SUB113781,2026-05-12,Sweden,Europe,26,Female,Premium,22.99,3,Laptop,Debit Card,1,True,
SUB113782,2023-02-13,Spain,Europe,25,Male,Basic with Ads,6.99,1,Laptop,Debit Card,40,False,2024-12-23
SUB113783,2025-07-31,United States,North America,30,Female,Basic with Ads,6.99,1,Laptop,Credit Card,10,True,
SUB113784,2022-12-31,Canada,North America,21,Male,Standard,15.49,2,Tablet,PayPal,41,False,2025-12-16
SUB113785,2023-01-19,Spain,Europe,29,Female,Premium,22.99,1,Mobile,Mobile Wallet,40,True,
SUB113786,2021-11-22,Japan,East Asia,33,Female,Standard,15.49,2,Smart TV,Debit Card,55,True,
SUB113787,2022-11-19,United States,North America,38,Non-binary,Standard,15.49,2,Mobile,Debit Card,43,False,2023-11-24
SUB113788,2018-01-02,United States,North America,41,Female,Basic with Ads,6.99,1,Laptop,Credit Card,102,False,2020-08-08
SUB113789,2019-06-01,Brazil,Latin America,33,Female,Standard,15.49,2,Mobile,Mobile Wallet,85,True,
SUB113790,2022-06-26,United Kingdom,Europe,26,Female,Standard,15.49,2,Game Console,PayPal,47,True,
SUB113791,2023-06-14,Italy,Europe,41,Male,Basic with Ads,6.99,1,Mobile,PayPal,36,False,2026-01-03
SUB113792,2021-08-29,India,South Asia,46,Male,Standard,15.49,2,Smart TV,Debit Card,57,True,
SUB113793,2025-08-26,Brazil,Latin America,29,Female,Premium,22.99,4,Game Console,Mobile Wallet,9,True,
SUB113794,2026-05-07,India,South Asia,23,Male,Basic with Ads,6.99,1,Mobile,Mobile Wallet,1,False,2026-06-06
SUB113795,2025-10-12,Brazil,Latin America,30,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,7,True,
SUB113796,2019-05-29,United States,North America,33,Male,Standard,15.49,2,Smart TV,PayPal,85,True,
SUB113797,2021-05-31,United Kingdom,Europe,50,Male,Premium,22.99,4,Smart TV,PayPal,60,True,
SUB113798,2024-07-04,United States,North America,45,Female,Standard,15.49,1,Game Console,PayPal,23,True,
SUB113799,2019-02-16,Brazil,Latin America,35,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,88,True,
SUB113800,2022-06-23,India,South Asia,60,Male,Premium,22.99,2,Mobile,Debit Card,47,True,
SUB113801,2020-12-03,France,Europe,35,Male,Standard,15.49,2,Mobile,Debit Card,66,True,
SUB113802,2026-01-03,United States,North America,54,Male,Premium,22.99,1,Mobile,Credit Card,4,True,
SUB113803,2017-09-06,Japan,East Asia,51,Male,Basic with Ads,6.99,1,Mobile,PayPal,106,True,
SUB113804,2025-08-27,Brazil,Latin America,50,Male,Premium,22.99,4,Mobile,Credit Card,9,True,
SUB113805,2022-12-19,United States,North America,40,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,42,True,
SUB113806,2022-03-26,United States,North America,37,Male,Premium,22.99,3,Laptop,PayPal,50,True,
SUB113807,2025-06-09,India,South Asia,36,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,11,True,
SUB113808,2018-12-29,Brazil,Latin America,47,Female,Basic with Ads,6.99,1,Tablet,Credit Card,90,True,
SUB113809,2016-12-31,Indonesia,Southeast Asia,25,Female,Basic with Ads,6.99,1,Mobile,Debit Card,114,False,2018-01-25
SUB113810,2021-06-13,United States,North America,32,Male,Premium,22.99,1,Streaming Stick,Debit Card,60,True,
SUB113811,2021-01-15,Spain,Europe,57,Male,Standard,15.49,1,Streaming Stick,Debit Card,65,False,2025-10-13
SUB113812,2017-08-19,Spain,Europe,44,Undisclosed,Standard,15.49,1,Game Console,Debit Card,106,True,
SUB113813,2022-11-02,Mexico,Latin America,48,Female,Premium,22.99,1,Mobile,Debit Card,43,True,
SUB113814,2022-07-05,South Korea,East Asia,20,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,47,True,
SUB113815,2017-08-04,Thailand,Southeast Asia,30,Female,Standard,15.49,2,Mobile,Mobile Wallet,107,True,
SUB113816,2021-03-28,South Korea,East Asia,40,Male,Basic with Ads,6.99,1,Mobile,Credit Card,63,False,2023-08-22
SUB113817,2019-10-22,Canada,North America,35,Female,Standard,15.49,2,Smart TV,Credit Card,80,True,
SUB113818,2024-05-08,India,South Asia,20,Female,Basic with Ads,6.99,1,Mobile,Debit Card,25,False,2025-06-26
SUB113819,2017-06-06,Germany,Europe,45,Female,Basic with Ads,6.99,1,Laptop,PayPal,109,True,
SUB113820,2023-06-17,Egypt,Middle East,50,Male,Basic with Ads,6.99,1,Laptop,PayPal,36,False,2025-05-26
SUB113821,2022-03-20,Nigeria,Africa,32,Female,Standard,15.49,2,Tablet,Gift Card,51,False,2025-07-04
SUB113822,2024-06-16,India,South Asia,46,Female,Basic with Ads,6.99,1,Game Console,Mobile Wallet,23,False,2024-12-30
SUB113823,2017-07-15,Canada,North America,62,Male,Basic with Ads,6.99,1,Tablet,Debit Card,108,True,
SUB113824,2023-05-04,United States,North America,55,Male,Standard,15.49,1,Mobile,Gift Card,37,True,
SUB113825,2021-04-03,Mexico,Latin America,32,Male,Basic with Ads,6.99,1,Laptop,Debit Card,62,True,
SUB113826,2025-10-28,India,South Asia,21,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,7,True,
SUB113827,2020-07-31,Mexico,Latin America,38,Female,Standard,15.49,1,Smart TV,Credit Card,71,True,
SUB113828,2024-07-02,United Kingdom,Europe,66,Female,Premium,22.99,1,Smart TV,Credit Card,23,True,
SUB113829,2024-11-13,United States,North America,53,Undisclosed,Premium,22.99,4,Laptop,PayPal,18,True,
SUB113830,2021-06-17,United States,North America,35,Female,Premium,22.99,4,Streaming Stick,Credit Card,60,True,
SUB113831,2022-07-11,United States,North America,56,Female,Standard,15.49,2,Smart TV,Mobile Wallet,47,True,
SUB113832,2026-04-15,United Kingdom,Europe,51,Female,Basic with Ads,6.99,1,Tablet,Gift Card,1,False,2026-05-20
SUB113833,2023-01-24,Canada,North America,13,Female,Standard,15.49,1,Mobile,PayPal,40,False,2026-03-05
SUB113834,2023-09-08,France,Europe,49,Female,Premium,22.99,3,Mobile,Credit Card,33,True,
SUB113835,2024-05-27,Germany,Europe,37,Male,Basic with Ads,6.99,1,Mobile,Debit Card,24,True,
SUB113836,2022-12-16,Germany,Europe,24,Male,Premium,22.99,1,Smart TV,Carrier Billing,42,True,
SUB113837,2020-09-05,India,South Asia,37,Male,Premium,22.99,2,Game Console,Credit Card,69,True,
SUB113838,2024-03-31,South Korea,East Asia,41,Male,Standard,15.49,2,Smart TV,Credit Card,26,True,
SUB113839,2025-11-14,South Korea,East Asia,25,Female,Standard,15.49,1,Smart TV,Mobile Wallet,6,True,
SUB113840,2024-06-16,United States,North America,34,Female,Premium,22.99,4,Mobile,PayPal,23,True,
SUB113841,2025-05-19,Brazil,Latin America,31,Female,Premium,22.99,1,Laptop,Credit Card,12,True,
SUB113842,2022-11-12,Spain,Europe,46,Female,Basic with Ads,6.99,1,Mobile,Debit Card,43,False,2025-02-13
SUB113843,2025-12-14,Brazil,Latin America,32,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,5,True,
SUB113844,2019-01-15,France,Europe,13,Male,Standard,15.49,2,Streaming Stick,Mobile Wallet,89,False,2020-07-04
SUB113845,2024-05-31,United States,North America,30,Male,Standard,15.49,1,Mobile,PayPal,24,True,
SUB113846,2017-04-26,France,Europe,23,Male,Basic with Ads,6.99,1,Streaming Stick,Debit Card,110,False,2019-05-21
SUB113847,2021-09-24,United States,North America,19,Female,Standard,15.49,1,Laptop,Debit Card,57,True,
SUB113848,2024-07-11,Italy,Europe,51,Male,Standard,15.49,1,Smart TV,Debit Card,23,True,
SUB113849,2025-11-10,United States,North America,46,Male,Basic with Ads,6.99,1,Laptop,Mobile Wallet,6,True,
SUB113850,2022-03-09,South Korea,East Asia,23,Female,Standard,15.49,1,Mobile,Credit Card,51,True,
SUB113851,2021-04-11,South Korea,East Asia,19,Male,Standard,15.49,2,Mobile,Debit Card,62,True,
SUB113852,2020-04-23,India,South Asia,34,Male,Basic with Ads,6.99,1,Laptop,Debit Card,74,True,
SUB113853,2022-01-10,India,South Asia,18,Female,Basic with Ads,6.99,1,Game Console,Carrier Billing,53,True,
SUB113854,2020-11-25,United States,North America,32,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,67,True,
SUB113855,2021-07-22,Japan,East Asia,36,Male,Basic with Ads,6.99,1,Mobile,Credit Card,59,True,
SUB113856,2024-12-27,Nigeria,Africa,39,Female,Basic with Ads,6.99,1,Smart TV,Carrier Billing,17,False,2025-11-20
SUB113857,2024-07-15,India,South Asia,40,Undisclosed,Standard,15.49,1,Smart TV,Debit Card,22,True,
SUB113858,2019-10-10,South Korea,East Asia,25,Female,Premium,22.99,2,Mobile,Mobile Wallet,80,True,
SUB113859,2020-05-14,Italy,Europe,36,Male,Standard,15.49,2,Tablet,Mobile Wallet,73,False,2021-09-20
SUB113860,2022-08-13,United Kingdom,Europe,52,Male,Premium,22.99,1,Smart TV,Credit Card,46,False,2022-11-15
SUB113861,2025-10-17,Canada,North America,13,Female,Standard,15.49,1,Smart TV,Mobile Wallet,7,True,
SUB113862,2022-12-10,United Kingdom,Europe,40,Female,Standard,15.49,2,Mobile,Gift Card,42,True,
SUB113863,2022-12-01,United Kingdom,Europe,20,Male,Standard,15.49,1,Smart TV,Credit Card,42,True,
SUB113864,2025-11-04,United States,North America,54,Female,Premium,22.99,4,Mobile,Debit Card,6,True,
SUB113865,2020-10-10,United States,North America,46,Female,Standard,15.49,2,Smart TV,Debit Card,68,True,
SUB113866,2025-08-08,Brazil,Latin America,46,Male,Standard,15.49,1,Tablet,Credit Card,9,True,
SUB113867,2026-04-27,Canada,North America,24,Undisclosed,Standard,15.49,1,Smart TV,Debit Card,1,True,
SUB113868,2026-03-31,United States,North America,39,Female,Premium,22.99,3,Mobile,Credit Card,2,True,
SUB113869,2025-09-21,Nigeria,Africa,40,Female,Premium,22.99,4,Smart TV,Mobile Wallet,8,True,
SUB113870,2020-12-27,India,South Asia,13,Male,Basic with Ads,6.99,1,Laptop,Credit Card,66,True,
SUB113871,2026-05-25,United Kingdom,Europe,37,Male,Basic with Ads,6.99,1,Smart TV,PayPal,1,True,
SUB113872,2024-10-14,Turkey,Middle East,43,Female,Premium,22.99,3,Smart TV,Credit Card,19,False,2025-05-11
SUB113873,2020-11-23,Turkey,Middle East,17,Male,Premium,22.99,2,Smart TV,PayPal,67,True,
SUB113874,2022-10-07,South Korea,East Asia,43,Female,Basic with Ads,6.99,1,Streaming Stick,Mobile Wallet,44,False,2025-11-30
SUB113875,2020-07-11,India,South Asia,37,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,71,True,
SUB113876,2026-01-18,United States,North America,53,Female,Premium,22.99,4,Smart TV,Credit Card,4,True,
SUB113877,2020-09-18,India,South Asia,30,Male,Premium,22.99,3,Laptop,Credit Card,69,True,
SUB113878,2022-09-03,Germany,Europe,38,Female,Basic with Ads,6.99,1,Tablet,Gift Card,45,False,2024-08-12
SUB113879,2024-09-07,India,South Asia,40,Male,Basic with Ads,6.99,1,Laptop,Credit Card,21,True,
SUB113880,2024-11-28,Spain,Europe,13,Male,Basic with Ads,6.99,1,Laptop,Mobile Wallet,18,True,
SUB113881,2025-08-31,United States,North America,31,Female,Premium,22.99,3,Streaming Stick,Credit Card,9,True,
SUB113882,2020-09-03,South Korea,East Asia,37,Male,Premium,22.99,2,Tablet,Credit Card,69,False,2022-11-29
SUB113883,2022-05-18,India,South Asia,13,Male,Standard,15.49,1,Smart TV,Debit Card,49,True,
SUB113884,2022-09-07,South Korea,East Asia,44,Male,Standard,15.49,2,Mobile,Debit Card,45,True,
SUB113885,2025-07-27,Japan,East Asia,37,Male,Standard,15.49,1,Laptop,Debit Card,10,False,2025-12-03
SUB113886,2025-06-17,Egypt,Middle East,37,Male,Standard,15.49,2,Streaming Stick,PayPal,11,True,
SUB113887,2022-10-04,Nigeria,Africa,45,Female,Premium,22.99,2,Mobile,Debit Card,44,True,
SUB113888,2021-10-01,Spain,Europe,30,Male,Standard,15.49,2,Game Console,Mobile Wallet,56,True,
SUB113889,2024-09-21,United States,North America,36,Female,Standard,15.49,1,Smart TV,PayPal,20,True,
SUB113890,2026-04-15,Australia,Oceania,47,Male,Premium,22.99,1,Mobile,Credit Card,1,True,
SUB113891,2025-05-13,Turkey,Middle East,36,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,12,False,2025-12-04
SUB113892,2021-07-11,Turkey,Middle East,13,Male,Premium,22.99,3,Laptop,Credit Card,59,False,2023-07-11
SUB113893,2022-07-29,South Korea,East Asia,36,Female,Premium,22.99,1,Tablet,Mobile Wallet,46,True,
SUB113894,2023-02-24,United States,North America,36,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,39,False,2025-04-05
SUB113895,2022-12-09,France,Europe,47,Female,Standard,15.49,2,Laptop,Debit Card,42,True,
SUB113896,2021-03-10,United Kingdom,Europe,31,Female,Standard,15.49,1,Laptop,Debit Card,63,True,
SUB113897,2020-11-29,India,South Asia,23,Male,Premium,22.99,3,Streaming Stick,Credit Card,67,True,
SUB113898,2025-08-07,United Kingdom,Europe,23,Male,Standard,15.49,1,Smart TV,Credit Card,9,True,
SUB113899,2025-03-09,Japan,East Asia,54,Female,Standard,15.49,1,Laptop,Credit Card,14,False,2026-02-21
SUB113900,2026-04-21,India,South Asia,39,Female,Standard,15.49,2,Laptop,Credit Card,1,True,
SUB113901,2024-09-30,Mexico,Latin America,54,Male,Standard,15.49,1,Mobile,Credit Card,20,True,
SUB113902,2024-09-26,Mexico,Latin America,55,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,20,True,
SUB113903,2025-04-24,South Korea,East Asia,26,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,13,True,
SUB113904,2026-05-02,United States,North America,25,Male,Basic with Ads,6.99,1,Tablet,Credit Card,1,True,
SUB113905,2021-02-18,Argentina,Latin America,34,Male,Premium,22.99,3,Smart TV,Mobile Wallet,64,True,
SUB113906,2020-12-24,United Kingdom,Europe,43,Non-binary,Premium,22.99,3,Smart TV,Mobile Wallet,66,True,
SUB113907,2017-06-14,United Kingdom,Europe,17,Female,Basic with Ads,6.99,1,Laptop,Mobile Wallet,109,True,
SUB113908,2025-05-28,United Kingdom,Europe,41,Male,Basic with Ads,6.99,1,Laptop,Credit Card,12,False,2025-07-11
SUB113909,2024-12-26,India,South Asia,41,Male,Standard,15.49,1,Smart TV,Mobile Wallet,17,True,
SUB113910,2025-11-22,Mexico,Latin America,21,Male,Standard,15.49,1,Tablet,Credit Card,6,True,
SUB113911,2021-08-09,United States,North America,21,Male,Basic with Ads,6.99,1,Laptop,Credit Card,58,False,2025-03-15
SUB113912,2024-04-24,Italy,Europe,41,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,25,True,
SUB113913,2025-07-09,United States,North America,62,Female,Standard,15.49,2,Tablet,Debit Card,10,False,2026-01-07
SUB113914,2018-03-02,Egypt,Middle East,32,Male,Standard,15.49,1,Laptop,Credit Card,100,True,
SUB113915,2021-01-22,Brazil,Latin America,40,Male,Standard,15.49,1,Laptop,Mobile Wallet,65,True,
SUB113916,2025-03-20,United States,North America,28,Male,Standard,15.49,2,Streaming Stick,Credit Card,14,True,
SUB113917,2022-10-02,Japan,East Asia,39,Female,Standard,15.49,2,Smart TV,Credit Card,44,True,
SUB113918,2025-04-10,India,South Asia,27,Female,Standard,15.49,1,Tablet,Debit Card,13,False,2025-11-03
SUB113919,2025-03-21,Indonesia,Southeast Asia,32,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,14,True,
SUB113920,2023-04-07,France,Europe,67,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,38,False,2023-06-19
SUB113921,2023-10-11,South Korea,East Asia,37,Male,Standard,15.49,2,Laptop,Debit Card,32,True,
SUB113922,2023-01-23,United Kingdom,Europe,15,Female,Premium,22.99,2,Mobile,Credit Card,40,True,
SUB113923,2026-05-07,Egypt,Middle East,44,Female,Basic with Ads,6.99,1,Laptop,Credit Card,1,True,
SUB113924,2020-11-17,Mexico,Latin America,50,Female,Standard,15.49,2,Laptop,Credit Card,67,False,2026-03-31
SUB113925,2023-08-16,South Korea,East Asia,44,Female,Standard,15.49,1,Mobile,Credit Card,34,True,
SUB113926,2025-06-01,United Kingdom,Europe,33,Male,Premium,22.99,2,Mobile,Debit Card,12,True,
SUB113927,2021-04-04,India,South Asia,24,Female,Premium,22.99,4,Smart TV,PayPal,62,True,
SUB113928,2022-12-30,Spain,Europe,24,Female,Standard,15.49,1,Game Console,Debit Card,41,True,
SUB113929,2018-02-10,Japan,East Asia,33,Male,Standard,15.49,2,Mobile,Debit Card,101,True,
SUB113930,2024-01-23,Canada,North America,31,Male,Standard,15.49,2,Mobile,Debit Card,28,True,
SUB113931,2024-07-25,Japan,East Asia,28,Male,Premium,22.99,3,Mobile,Carrier Billing,22,True,
SUB113932,2024-06-07,Japan,East Asia,51,Female,Premium,22.99,1,Mobile,Debit Card,24,True,
SUB113933,2019-11-02,South Korea,East Asia,47,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,80,False,2024-12-13
SUB113934,2020-07-08,France,Europe,52,Male,Standard,15.49,1,Smart TV,Carrier Billing,71,True,
SUB113935,2022-01-12,United Kingdom,Europe,25,Male,Basic with Ads,6.99,1,Mobile,Credit Card,53,True,
SUB113936,2024-10-26,Canada,North America,24,Undisclosed,Basic with Ads,6.99,1,Laptop,Credit Card,19,True,
SUB113937,2024-12-31,India,South Asia,37,Male,Standard,15.49,2,Smart TV,PayPal,17,True,
SUB113938,2024-03-28,Mexico,Latin America,41,Male,Premium,22.99,2,Streaming Stick,PayPal,26,True,
SUB113939,2025-02-19,Turkey,Middle East,36,Male,Standard,15.49,2,Laptop,Credit Card,15,True,
SUB113940,2025-01-28,France,Europe,40,Female,Standard,15.49,1,Game Console,Debit Card,16,True,
SUB113941,2022-11-27,India,South Asia,56,Female,Standard,15.49,1,Laptop,Debit Card,42,True,
SUB113942,2023-06-21,Spain,Europe,33,Female,Premium,22.99,2,Mobile,Mobile Wallet,35,False,2025-03-03
SUB113943,2023-11-14,United States,North America,46,Male,Basic with Ads,6.99,1,Laptop,Carrier Billing,31,False,2024-08-30
SUB113944,2021-07-01,United States,North America,42,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,59,True,
SUB113945,2017-07-03,Germany,Europe,37,Male,Premium,22.99,2,Smart TV,Credit Card,108,False,2025-12-30
SUB113946,2018-11-19,Germany,Europe,45,Female,Standard,15.49,2,Streaming Stick,Credit Card,91,False,2020-11-06
SUB113947,2023-12-10,United States,North America,26,Male,Basic with Ads,6.99,1,Game Console,Mobile Wallet,30,True,
SUB113948,2026-03-28,Argentina,Latin America,23,Female,Premium,22.99,2,Smart TV,Carrier Billing,2,True,
SUB113949,2025-02-11,United Kingdom,Europe,41,Female,Standard,15.49,2,Mobile,PayPal,15,True,
SUB113950,2026-05-10,Nigeria,Africa,14,Female,Premium,22.99,2,Mobile,Mobile Wallet,1,True,
SUB113951,2026-01-11,Germany,Europe,42,Female,Standard,15.49,2,Mobile,Credit Card,4,True,
SUB113952,2024-07-13,Nigeria,Africa,21,Female,Premium,22.99,2,Smart TV,Credit Card,22,True,
SUB113953,2025-03-20,Canada,North America,55,Female,Premium,22.99,4,Laptop,Credit Card,14,True,
SUB113954,2016-06-01,Thailand,Southeast Asia,30,Female,Standard,15.49,1,Smart TV,Credit Card,121,True,
SUB113955,2023-10-31,Brazil,Latin America,54,Female,Premium,22.99,4,Smart TV,Credit Card,31,True,
SUB113956,2023-03-20,United States,North America,33,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,38,True,
SUB113957,2022-09-23,United Kingdom,Europe,32,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,44,True,
SUB113958,2025-03-10,France,Europe,47,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,14,True,
SUB113959,2021-08-01,United States,North America,39,Female,Basic with Ads,6.99,1,Mobile,PayPal,58,True,
SUB113960,2023-01-06,Australia,Oceania,35,Female,Standard,15.49,1,Smart TV,Credit Card,41,True,
SUB113961,2023-04-07,United States,North America,30,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,38,False,2026-03-25
SUB113962,2019-09-07,Italy,Europe,30,Male,Standard,15.49,2,Smart TV,Credit Card,81,True,
SUB113963,2021-03-23,South Korea,East Asia,66,Female,Premium,22.99,2,Game Console,Credit Card,63,False,2025-12-25
SUB113964,2022-12-09,Canada,North America,14,Male,Standard,15.49,2,Mobile,Credit Card,42,True,
SUB113965,2021-04-26,Indonesia,Southeast Asia,20,Male,Standard,15.49,2,Laptop,Gift Card,62,True,
SUB113966,2022-11-17,United Kingdom,Europe,51,Male,Premium,22.99,3,Game Console,Mobile Wallet,43,False,2022-12-23
SUB113967,2019-12-01,Spain,Europe,50,Male,Basic with Ads,6.99,1,Game Console,Debit Card,79,True,
SUB113968,2019-09-10,United States,North America,24,Female,Standard,15.49,1,Mobile,Mobile Wallet,81,True,
SUB113969,2025-02-20,Germany,Europe,13,Female,Premium,22.99,1,Smart TV,Credit Card,15,True,
SUB113970,2023-10-05,Canada,North America,52,Female,Basic with Ads,6.99,1,Streaming Stick,Carrier Billing,32,False,2023-12-20
SUB113971,2019-10-19,India,South Asia,22,Male,Premium,22.99,4,Mobile,Gift Card,80,False,2019-12-29
SUB113972,2023-03-30,United States,North America,29,Female,Standard,15.49,2,Mobile,Mobile Wallet,38,True,
SUB113973,2023-11-25,United Kingdom,Europe,37,Male,Standard,15.49,1,Laptop,Credit Card,30,True,
SUB113974,2021-11-23,United States,North America,22,Female,Premium,22.99,3,Laptop,PayPal,55,True,
SUB113975,2017-12-31,Germany,Europe,48,Male,Premium,22.99,1,Mobile,Carrier Billing,102,True,
SUB113976,2018-09-30,India,South Asia,36,Female,Basic with Ads,6.99,1,Tablet,Mobile Wallet,93,False,2024-07-07
SUB113977,2018-08-07,Argentina,Latin America,24,Male,Standard,15.49,1,Smart TV,Mobile Wallet,95,True,
SUB113978,2026-01-10,Thailand,Southeast Asia,25,Female,Basic with Ads,6.99,1,Tablet,Carrier Billing,4,True,
SUB113979,2018-09-19,Nigeria,Africa,52,Male,Standard,15.49,2,Mobile,Credit Card,93,True,
SUB113980,2024-12-10,Brazil,Latin America,32,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,17,False,2025-01-22
SUB113981,2023-11-20,India,South Asia,43,Female,Standard,15.49,2,Smart TV,Credit Card,30,False,2024-04-05
SUB113982,2026-01-29,Germany,Europe,35,Male,Standard,15.49,1,Mobile,Debit Card,4,True,
SUB113983,2025-04-16,Spain,Europe,13,Male,Premium,22.99,2,Laptop,PayPal,13,True,
SUB113984,2023-05-07,Thailand,Southeast Asia,45,Female,Premium,22.99,1,Tablet,Credit Card,37,True,
SUB113985,2024-08-01,United Kingdom,Europe,49,Male,Basic with Ads,6.99,1,Mobile,Credit Card,22,False,2025-07-19
SUB113986,2018-08-13,United States,North America,59,Male,Premium,22.99,2,Smart TV,Credit Card,94,True,
SUB113987,2023-02-12,Egypt,Middle East,13,Male,Standard,15.49,2,Mobile,Credit Card,40,True,
SUB113988,2018-11-09,Canada,North America,13,Female,Premium,22.99,1,Mobile,Credit Card,92,False,2020-10-04
SUB113989,2024-10-21,United States,North America,44,Male,Premium,22.99,1,Smart TV,Mobile Wallet,19,True,
SUB113990,2018-12-04,Spain,Europe,28,Male,Standard,15.49,1,Mobile,Mobile Wallet,91,False,2021-07-29
SUB113991,2022-12-03,United States,North America,17,Undisclosed,Premium,22.99,3,Mobile,Credit Card,42,True,
SUB113992,2020-12-24,Japan,East Asia,37,Female,Basic with Ads,6.99,1,Laptop,Credit Card,66,False,2022-09-01
SUB113993,2020-08-23,India,South Asia,30,Female,Premium,22.99,4,Smart TV,Credit Card,70,True,
SUB113994,2019-08-31,United Kingdom,Europe,19,Female,Standard,15.49,1,Smart TV,Credit Card,82,True,
SUB113995,2025-12-19,United States,North America,34,Male,Basic with Ads,6.99,1,Mobile,Credit Card,5,True,
SUB113996,2025-11-17,India,South Asia,43,Female,Basic with Ads,6.99,1,Tablet,Credit Card,6,True,
SUB113997,2024-05-04,United Kingdom,Europe,38,Male,Standard,15.49,1,Smart TV,Credit Card,25,False,2025-03-11
SUB113998,2025-07-04,United States,North America,38,Non-binary,Basic with Ads,6.99,1,Mobile,PayPal,11,True,
SUB113999,2018-02-14,South Korea,East Asia,41,Undisclosed,Premium,22.99,2,Mobile,Credit Card,100,False,2018-05-01
SUB114000,2023-01-24,Japan,East Asia,14,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,40,True,
SUB114001,2020-07-02,Spain,Europe,35,Female,Standard,15.49,1,Laptop,Mobile Wallet,72,True,
SUB114002,2022-12-20,Mexico,Latin America,39,Female,Standard,15.49,2,Mobile,Debit Card,41,True,
SUB114003,2023-11-16,United States,North America,31,Male,Standard,15.49,1,Mobile,Debit Card,30,True,
SUB114004,2018-10-04,United States,North America,25,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,93,False,2021-05-05
SUB114005,2018-12-08,Canada,North America,26,Female,Standard,15.49,2,Smart TV,Debit Card,91,True,
SUB114006,2022-02-04,Italy,Europe,32,Female,Premium,22.99,3,Tablet,Debit Card,52,True,
SUB114007,2021-11-07,Thailand,Southeast Asia,47,Male,Basic with Ads,6.99,1,Mobile,Gift Card,55,True,
SUB114008,2021-02-09,Indonesia,Southeast Asia,55,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,64,True,
SUB114009,2018-12-28,Brazil,Latin America,53,Male,Premium,22.99,3,Game Console,Credit Card,90,True,
SUB114010,2020-03-11,Turkey,Middle East,15,Male,Premium,22.99,3,Mobile,Carrier Billing,75,True,
SUB114011,2019-07-27,United Kingdom,Europe,23,Female,Standard,15.49,1,Laptop,Debit Card,83,False,2026-04-11
